1:C 15 Mar 2023 04:00:46.488 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
1:C 15 Mar 2023 04:00:46.495 # Redis version=5.0.7, bits=64, commit=00000000, modified=0, pid=1, just started
1:C 15 Mar 2023 04:00:46.499 # Configuration loaded
1:M 15 Mar 2023 04:00:46.506 * Running mode=standalone, port=6380.
1:M 16 Mar 2023 03:09:45.937 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:09:51.039 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:09:56.148 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:01.231 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:06.357 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:11.455 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:16.566 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:21.678 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:26.787 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:31.921 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:37.015 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:42.141 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:47.247 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:52.331 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:10:57.450 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:02.547 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:07.665 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:12.793 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:17.885 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:23.010 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:28.116 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:33.234 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:38.305 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:43.414 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:48.523 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:53.625 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:11:58.740 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:03.861 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:08.945 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:14.048 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:19.157 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:24.261 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:29.339 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:34.449 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:39.554 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:44.679 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:49.785 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:12:54.911 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:00.012 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:05.132 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:10.243 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:15.330 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:20.473 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:25.578 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:30.700 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:35.841 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:40.947 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:46.063 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:51.189 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:13:56.308 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:01.379 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:06.479 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:11.586 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:16.692 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:21.823 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:26.946 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:32.049 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:37.141 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:42.245 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:47.354 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:52.486 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:14:57.601 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:02.709 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:07.836 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:12.960 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:18.058 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:23.165 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:28.261 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:33.365 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:38.442 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:43.529 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:48.647 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:53.764 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:15:58.884 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:04.003 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:09.141 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:14.229 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:19.311 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:24.420 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:29.545 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:34.665 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:39.781 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:44.909 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:50.013 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:16:55.133 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:00.260 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:05.372 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:10.478 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:15.592 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:20.688 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:25.787 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:30.900 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:36.016 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:41.091 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:46.170 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:51.270 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:17:56.383 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:01.484 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:06.608 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:11.707 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:16.806 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:21.908 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:27.038 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:32.146 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:37.223 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:42.327 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:47.439 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:52.549 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:18:57.616 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:02.740 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:07.857 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:12.967 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:18.116 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:23.221 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:28.368 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:33.461 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:38.596 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:43.700 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:48.822 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:53.915 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:19:59.054 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:04.172 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:09.269 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:14.370 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:19.481 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:24.604 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:29.751 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:34.873 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:39.987 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:45.085 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:50.218 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:20:55.345 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:00.461 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:05.579 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:10.713 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:15.815 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:20.938 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:26.066 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:31.177 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:36.307 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:41.427 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:46.498 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:51.631 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:21:56.747 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:01.874 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:06.977 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:12.078 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:17.177 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:22.289 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:27.413 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:32.515 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:37.622 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:42.743 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:47.856 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:52.955 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:22:58.044 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:03.161 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:08.275 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:13.387 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:18.508 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:23.639 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:28.752 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:33.851 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:38.969 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:44.079 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:49.210 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:54.322 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:23:59.453 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:04.584 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:09.697 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:14.783 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:19.886 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:25.010 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:30.121 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:35.256 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:40.327 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:45.445 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:50.583 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:24:55.671 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:00.746 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:05.836 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:10.941 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:16.048 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:21.125 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:26.218 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:31.345 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:36.422 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:41.523 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:46.652 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:51.751 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:25:56.875 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:01.977 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:07.082 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:12.193 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:17.266 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:22.384 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:27.505 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:32.585 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:37.702 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:42.832 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:47.980 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:53.093 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:26:58.228 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:03.331 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:08.443 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:13.550 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:18.655 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:23.765 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:28.889 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:34.039 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:39.153 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:44.277 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:49.397 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:54.507 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:27:59.605 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:04.729 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:09.842 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:14.960 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:20.070 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:25.140 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:30.211 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:35.304 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:40.424 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:45.522 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:50.641 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:28:55.744 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:00.825 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:05.913 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:11.014 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:16.125 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:21.239 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:26.341 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:31.437 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:36.537 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:41.648 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:46.768 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:51.877 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:29:56.974 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:02.087 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:07.194 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:12.316 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:17.432 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:22.557 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:27.670 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:32.751 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:37.884 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:43.004 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:48.115 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:53.229 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:30:58.356 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:03.471 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:08.589 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:13.708 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:18.822 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:23.961 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:29.046 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:34.130 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:39.246 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:44.365 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:49.462 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:54.576 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:31:59.708 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:04.804 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:09.922 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:15.020 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:20.117 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:25.236 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:30.329 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:35.447 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:40.553 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:45.679 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:50.786 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:32:55.903 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:01.012 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:06.127 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:11.263 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:16.374 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:21.487 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:26.606 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:31.718 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:36.819 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:41.941 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:47.044 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:52.179 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:33:57.280 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:02.404 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:07.506 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:12.574 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:17.712 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:22.786 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:27.906 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:33.022 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:38.139 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:43.240 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:48.349 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:53.464 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:34:58.591 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:35:03.679 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:35:08.786 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 03:35:13.905 - 0 clients connected (0 replicas), 824128 bytes in use
